id,year,season_type,game_id,game_date,game_teams,period,result,shot_type,shot_value,shot_zone,shot_range,shot_distance,shot_xlocation,shot_ylocation,opponent
21398,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,1,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,70,118,NOP
21399,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,62,195,NOP
21400,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,132,219,NOP
21401,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-51,239,NOP
21402,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,5,0,53,NOP
21403,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-89,236,NOP
21404,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-117,151,NOP
21405,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,102,236,NOP
21406,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-155,66,NOP
21407,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,100,242,NOP
21408,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,0,200,NOP
21409,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,10,7,NOP
21410,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,94,231,NOP
21411,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-81,246,NOP
21412,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-199,14,NOP
21413,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-160,88,NOP
21414,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,4,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-172,3,NOP
21415,2013-14,Regular Season,0021300549,"JAN 11, 2014",DAL vs. NOP,4,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,10,105,28,NOP
21416,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,1,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-92,11,ORL
21417,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,1,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-117,47,ORL
21418,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,2,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,7,69,39,ORL
21419,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-35,187,ORL
21420,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,3,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,160,26,ORL
21421,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,97,222,ORL
21422,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-19,184,ORL
21423,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,119,230,ORL
21424,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,4,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-5,7,ORL
21425,2013-14,Regular Season,0021300560,"JAN 13, 2014",DAL vs. ORL,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-32,187,ORL
21426,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,124,167,LAC
21427,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-127,238,LAC
21428,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,27,212,175,LAC
21429,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-127,110,LAC
21430,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-157,-14,LAC
21431,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-130,3,LAC
21432,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,83,187,LAC
21433,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,13,151,LAC
21434,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-2,263,LAC
21435,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,9,-82,52,LAC
21436,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,29,84,287,LAC
21437,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,114,74,LAC
21438,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,9,-8,97,LAC
21439,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,43,263,LAC
21440,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-103,78,LAC
21441,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-157,74,LAC
21442,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,4,260,LAC
21443,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,4,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-112,80,LAC
21444,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,4,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,21,24,216,LAC
21445,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,4,160,LAC
21446,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-105,137,LAC
21447,2013-14,Regular Season,0021300577,"JAN 15, 2014",DAL @ LAC,4,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,16-24 ft.,16,143,80,LAC
21448,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-131,220,PHX
21449,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,125,142,PHX
21450,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-95,233,PHX
21451,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,144,52,PHX
21452,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,129,142,PHX
21453,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,32,154,PHX
21454,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-70,183,PHX
21455,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,3,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,13,130,28,PHX
21456,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,24+ ft.,23,-237,4,PHX
21457,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,67,249,PHX
21458,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,4,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,15,119,99,PHX
21459,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-153,201,PHX
21460,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,4,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-149,-21,PHX
21461,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-158,58,PHX
21462,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,102,168,PHX
21463,2013-14,Regular Season,0021300591,"JAN 17, 2014",DAL @ PHX,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-7,250,PHX
21464,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-27,151,POR
21465,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,-45,172,POR
21466,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,78,187,POR
21467,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-117,69,POR
21468,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-89,83,POR
21469,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-4,12,POR
21470,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-18,249,POR
21471,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-138,55,POR
21472,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-92,228,POR
21473,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,2,249,POR
21474,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,-79,105,POR
21475,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,2,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,11,77,88,POR
21476,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,113,233,POR
21477,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,3,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,4,0,POR
21478,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-141,82,POR
21479,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,3,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-144,25,POR
21480,2013-14,Regular Season,0021300600,"JAN 18, 2014",DAL vs. POR,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,47,247,POR
21481,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,59,183,CLE
21482,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,26,-160,209,CLE
21483,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,81,241,CLE
21484,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-119,41,CLE
21485,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,-122,42,CLE
21486,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,70,160,CLE
21487,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,2,9,CLE
21488,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-128,45,CLE
21489,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,9,-8,CLE
21490,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-97,224,CLE
21491,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,3,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,11,94,69,CLE
21492,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,12,103,78,CLE
21493,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-112,145,CLE
21494,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,34,143,CLE
21495,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,3,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-160,1,CLE
21496,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,4,4,CLE
21497,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,10,73,72,CLE
21498,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,163,-5,CLE
21499,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,36,255,CLE
21500,2013-14,Regular Season,0021300606,"JAN 20, 2014",DAL @ CLE,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-7,244,CLE
21501,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,4,205,BKN
21502,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-4,255,BKN
21503,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,1,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-149,69,BKN
21504,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,119,123,BKN
21505,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,2,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-8,9,BKN
21506,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,29,4,BKN
21507,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,45,186,BKN
21508,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,-10,192,BKN
21509,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,-2,151,BKN
21510,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-11,4,BKN
21511,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-13,250,BKN
21512,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,4,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,136,116,BKN
21513,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,4,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,111,137,BKN
21514,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,-19,4,BKN
21515,2013-14,Regular Season,0021300637,"JAN 24, 2014",DAL @ BKN,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,28,7,BKN
21516,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,15,143,64,DET
21517,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,1,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,136,63,DET
21518,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,-131,137,DET
21519,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,20,18,203,DET
21520,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,16-24 ft.,17,40,168,DET
21521,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,-5,255,DET
21522,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,2,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,4,48,DET
21523,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,2,-8,23,DET
21524,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,19,84,172,DET
21525,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,129,138,DET
21526,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,23,-5,239,DET
21527,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,17,31,175,DET
21528,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,25,214,140,DET
21529,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,91,230,DET
21530,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,18,127,135,DET
21531,2013-14,Regular Season,0021300659,"JAN 26, 2014",DAL vs. DET,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,-131,208,DET
21532,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,1,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-128,45,HOU
21533,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,1,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,11,97,66,HOU
21534,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,1,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,10,-86,63,HOU
21535,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-133,66,HOU
21536,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,1,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-133,50,HOU
21537,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,13,-120,53,HOU
21538,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,-161,41,HOU
21539,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,2,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,8-16 ft.,12,113,56,HOU
21540,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,3,11,HOU
21541,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,13,13,135,HOU
21542,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,16-24 ft.,16,0,167,HOU
21543,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,3,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,-7,3,HOU
21544,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,3,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,4,10,42,HOU
21545,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,24+ ft.,24,114,219,HOU
21546,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,4,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,9,3,HOU
21547,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,8-16 ft.,14,-141,14,HOU
21548,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,0,0,9,HOU
21549,2013-14,Regular Season,0021300681,"JAN 29, 2014",DAL vs. HOU,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Less Than 8 ft.,1,15,1,HOU
